Source,Destination,Relation
1569,3027,6
1618,4045,5
2144,1399,1
4839,380,4
1430,1430,10
2500,631,1
1923,1311,1
3281,930,1
3300,194,1
4050,820,0
1060,4042,5
103,2143,6
223,3888,8
1495,4840,9
398,2936,6
1551,2381,6
938,4042,5
1500,4041,5
4053,432,0
520,2516,6
145,4033,5
4467,1660,4
1607,4102,9
4045,926,0
1774,1774,10
2476,1765,1
976,2482,6
332,3958,8
4050,1246,0
2593,501,1
3577,3577,10
4044,468,0
5150,909,4
1660,1927,6
4042,1210,0
4042,814,0
1704,4724,9
4053,730,0
1422,2783,6
463,5339,9
3624,1229,2
2018,469,1
875,2112,6
4045,432,0
4046,810,0
4033,850,0
4034,1624,0
1118,5306,9
4031,14,0
4042,582,0
4042,716,0
3995,196,3
1197,1197,10
4561,4561,10
1837,4045,5
4385,321,4
4041,654,0
4045,724,0
4045,328,0
4028,298,0
4028,36,0
1526,1526,10
444,4503,9
4033,618,0
400,3775,7
4034,1392,0
189,3918,8
4034,1526,0
4034,1130,0
4038,1200,0
816,4028,5
4031,44,0
968,1982,6
16,4045,5
5256,1823,4
3480,398,1
1163,3283,6
4037,1138,0
1409,2493,6
260,2460,6
378,378,10
1808,4406,9
2447,1853,1
1757,2481,6
4031,470,0
1824,4041,5
4031,208,0
2220,1121,1
499,2670,6
839,3304,6
4795,414,4
1867,1238,1
4863,4863,10
2888,1706,1
3967,1028,3
4095,111,4
2198,1197,1
1777,5329,9
1245,4042,5
1095,4722,9
1396,2355,6
1383,2395,6
1162,2569,6
1816,4035,5
982,4587,9
455,4041,5
1118,4044,5
1026,4034,5
3122,1498,1
4095,275,4
1466,4032,5
3027,5,1
4323,1124,4
1779,4726,9
203,4035,5
4326,869,4
3958,832,3
407,4293,9
3717,1639,2
2759,347,1
751,4869,9
5003,1448,4
1571,4033,5
1642,5063,9
2181,1361,1
2750,1724,1
1593,2371,6
1766,4400,9
474,474,10
346,2207,6
5104,1325,4
3322,304,1
1583,4034,5
913,3050,6
219,4033,5
4642,1268,4
1114,4034,5
1782,4240,9
1947,1367,1
260,3850,8
4511,354,4
3100,946,1
1193,5076,9
1602,3211,6
992,4034,5
152,5283,9
472,2441,6
3448,538,1
358,2215,6
1566,4034,5
5332,204,4
1097,4034,5
34,5278,9
2185,1387,1
5320,232,4
4643,1682,4
1639,4170,9
940,4641,9
4072,1457,4
1080,4034,5
3435,662,1
3358,3358,10
1166,4916,9
5161,5161,10
1303,4347,9
4726,1624,4
3605,3605,10
24,4174,9
2864,833,1
5054,1837,4
3188,1238,1
4406,369,4
4390,1772,4
1121,2220,6
4069,139,4
4495,1456,4
409,4031,5
2398,579,1
3751,1632,2
4963,736,4
5198,30,4
4288,1285,4
5203,350,4
1689,3592,7
323,2183,6
169,4051,5
5284,1163,4
701,4783,9
4155,1825,4
1225,1225,10
4058,837,4
1593,4228,9
4041,1582,0
1560,3806,7
4045,1390,0
1344,2284,6
2361,833,1
3056,321,1
4825,986,4
122,5339,9
4050,1448,0
544,2960,6
152,4051,5
4022,1270,3
585,4146,9
3051,1768,1
3454,3454,10
726,4051,5
1864,4041,5
3506,1484,1
586,4921,9
1550,2685,6
1413,3229,6
2268,474,1
3088,3088,10
4927,1532,4
949,4032,5
4357,1528,4
4891,4891,10
1899,1074,1
4042,1442,0
3663,74,2
4125,975,4
472,4328,9
807,4048,5
321,3913,8
4040,1002,0
1847,4041,5
1382,4443,9
4028,1554,0
4045,1322,0
1807,4590,9
81,2481,6
4033,1740,0
1354,4108,9
789,4947,9
4033,1478,0
2835,1085,1
2138,498,1
2474,1191,1
1079,1079,10
5038,574,4
1851,4037,5
3879,1364,3
4032,1154,0
3474,1796,1
2135,124,1
4912,242,4
4042,3,0
4041,1544,0
4028,1584,0
3748,987,2
972,3362,6
1790,3891,8
1654,2628,6
1402,4050,5
2008,1046,1
1136,4057,9
4046,127,0
40,3323,6
4575,1644,4
3000,1768,1
2699,331,1
4034,813,0
4034,417,0
255,255,10
4795,878,4
4051,447,0
2342,1823,1
4042,33,0
1020,4032,5
2910,1125,1
4696,1424,4
4028,1352,0
1716,4032,5
502,502,10
453,4035,5
1493,4028,5
375,2747,6
693,4045,5
1528,2326,6
2573,290,1
4030,377,0
3184,3184,10
383,2363,6
4034,447,0
984,4443,9
4987,4987,10
4032,7,0
1447,5116,9
49,49,10
1655,3887,8
227,4053,5
3967,1656,3
4108,1223,4
335,4031,5
4041,1,0
4205,4205,10
3217,1584,1
1286,2430,6
255,3089,6
1470,4042,5
4034,873,0
5108,1433,4
4034,611,0
3242,1364,1
4034,349,0
4997,818,4
1372,4046,5
1871,1442,1
124,3283,6
781,4045,5
1004,4050,5
4905,942,4
804,804,10
867,5189,9
2111,270,1
3253,1041,1
718,2347,6
1578,4050,5
3386,3386,10
1386,3060,6
1129,4034,5
174,4726,9
3466,569,1
1254,4042,5
1825,4034,5
5189,5189,10
54,5038,9
976,4601,9
182,4080,9
1673,4926,9
1234,4034,5
861,4179,9
398,5219,9
598,598,10
268,5341,9
821,3789,7
1030,3200,6
2092,1590,1
4314,1421,4
954,3978,8
1808,4034,5
2334,992,1
616,5329,9
1615,1874,6
209,4050,5
3180,3180,10
771,4049,5
408,4518,9
246,3756,7
1185,4747,9
4192,1159,4
3313,1364,1
63,5330,9
1217,4034,5
1269,2490,6
2863,755,1
3235,35,1
1177,4012,8
247,2490,6
1537,4409,9
908,2864,6
4551,533,4
2992,705,1
1032,1939,6
2305,1148,1
1599,2520,6
2309,956,1
1871,762,2
3935,3935,10
5097,1118,4
4963,1170,4
4205,204,4
3814,659,2
1426,4046,5
906,2319,6
1642,4410,9
401,4762,9
1026,3324,6
5332,1258,4
4307,721,4
445,2459,6
3319,489,1
3918,584,3
3482,3482,10
431,3516,6
1783,4028,5
2867,915,1
5285,5285,10
3652,1721,2
1308,4042,5
207,3187,6
2503,1385,1
84,4028,5
220,3385,6
81,81,10
625,4031,5
1032,1871,6
4958,910,4
1129,2068,6
4314,42,4
4963,1626,4
5178,1594,4
4016,1298,3
4744,113,4
1102,1102,10
4466,4466,10
2765,720,1
4063,676,4
2905,2905,10
3918,778,3
446,3165,6
4747,255,4
872,4045,5
2497,666,1
374,4054,9
2282,40,1
110,3750,7
2261,178,1
198,2175,6
5278,1700,4
4726,709,4
4810,4810,10
4612,87,4
4606,1021,4
1928,1412,1
3061,1531,1
252,4242,9
1756,4032,5
4947,1194,4
774,3886,8
3997,1832,3
4348,1840,4
2514,860,1
4040,1728,0
386,4045,5
1379,5296,9
5051,944,4
706,4158,9
565,5291,9
900,3986,8
2946,561,1
5270,1828,4
4031,1502,0
1772,3097,6
5280,306,4
1016,3842,8
4035,1706,0
4050,503,0
1632,4042,5
2707,1301,1
1349,3978,8
642,2461,6
369,4045,5
4150,66,4
2430,2430,10
4042,729,0
665,3876,8
2032,1326,1
5290,1342,4
1412,4045,5
4233,4233,10
2759,2759,10
943,4045,5
290,3487,6
4045,475,0
4045,609,0
1342,5288,9
4031,1794,0
4046,987,0
4245,1717,4
3404,1393,1
4050,533,0
1000,4791,9
2821,1295,1
4929,1162,4
5254,5254,10
63,2334,6
78,2052,6
4463,1565,4
4936,453,4
1708,4477,9
652,3830,7
3260,573,1
926,4045,5
898,3867,8
4041,435,0
1184,3006,6
35,3235,6
4041,173,0
4045,243,0
457,4045,5
633,2265,6
2928,266,1
1237,4165,9
1274,4033,5
406,2715,6
4046,493,0
4906,4906,10
5217,5217,10
4034,1307,0
4034,1703,0
2231,204,1
379,379,10
5140,1486,4
4034,1045,0
2691,1843,1
368,4042,5
3164,731,1
2182,2182,10
4042,661,0
1407,3040,6
1579,4429,9
3153,1795,1
174,1954,6
4041,599,0
1427,3474,6
3366,1189,1
440,4045,5
4045,11,0
1787,3912,8
4034,1733,0
4033,697,0
4044,607,0
4034,1471,0
4034,1209,0
2333,750,1
1802,4726,9
1982,1838,1
2337,34,1
769,3983,8
366,3411,6
2526,2526,10
1862,2786,6
3853,1662,3
5372,308,4
374,2631,6
4569,1687,4
1341,5315,9
2855,2855,10
244,3149,6
1521,2090,6
1646,3717,7
4033,989,0
1452,4327,9
2103,1094,1
4034,1501,0
233,4038,5
4034,1105,0
5365,1314,4
1440,3918,8
3600,760,2
1853,2164,6
4445,455,4
905,4035,5
1467,4034,5
1264,3396,6
3876,3876,10
2550,250,1
1578,4561,9
1565,4205,9
1707,4044,5
2441,472,1
841,1959,6
1707,1707,10
3446,1422,1
3510,3510,10
495,3670,7
5313,5313,10
380,2152,6
534,5186,9
4867,1732,4
1100,5121,9
1450,4034,5
4433,1171,4
3960,926,3
134,2394,6
141,2764,6
4531,4531,10
1528,3918,8
1515,3958,8
3057,3057,10
718,3704,7
98,4034,5
2430,1566,1
695,2593,6
4554,427,4
399,4622,9
176,3918,8
3205,697,1
2761,866,1
3958,777,3
3824,526,2
2065,1712,1
736,4963,9
1511,3918,8
497,5306,9
513,4696,9
2933,2933,10
3684,1641,2
767,4053,5
2310,463,1
2638,280,1
3918,1706,3
409,5238,9
5204,5204,10
1341,4053,5
1754,4373,9
677,677,10
1086,4500,9
4769,1271,4
561,2255,6
2417,1562,1
2480,2480,10
1425,4028,5
4874,1083,4
1715,2212,6
4188,406,4
242,2170,6
566,2971,6
1474,1474,10
4838,4838,10
4971,1280,4
1362,2067,6
3562,1408,2
2633,124,1
394,4892,9
3821,1102,2
5329,141,4
1255,3260,6
1803,1803,10
4984,33,4
3606,3606,10
3565,1288,2
299,4046,5
5206,1554,4
3941,545,3
4200,18,4
1155,4787,9
1835,5082,9
1511,4415,9
1360,3522,6
1261,2489,6
1758,4923,9
1078,4366,9
42,3878,8
2053,1800,1
834,4128,9
4627,4627,10
116,2264,6
3798,458,2
4197,698,4
3153,3153,10
1276,4963,9
1346,3372,6
3918,1638,3
1689,2510,6
2458,2458,10
1167,4795,9
498,4148,9
4261,4261,10
2787,2787,10
2289,715,1
1505,4197,9
1337,3274,6
1006,2633,6
118,4704,9
1007,3145,6
1863,4241,9
3416,1507,1
3528,1555,1
3808,3808,10
86,2754,6
3294,1507,1
4622,1453,4
162,4325,9
1450,2756,6
3288,997,1
5304,1115,4
773,773,10
549,2769,6
3665,766,2
4053,945,0
2813,1797,1
2973,586,1
4934,4934,10
4045,1043,0
1146,4883,9
407,407,10
4050,1625,0
1318,4029,5
2210,2210,10
4167,1218,4
4947,481,4
1799,2574,6
469,4206,9
4053,713,0
1428,1428,10
4041,1265,0
4046,1585,0
2835,574,1
5299,593,4
1614,4461,9
4038,1811,0
1546,1976,6
884,3714,7
4947,115,4
2554,2554,10
4042,1753,0
4042,1357,0
995,1893,6
1093,2601,6
4042,1491,0
4035,335,0
4053,1401,0
1339,2335,6
4053,1139,0
4357,4357,10
4936,917,4
2883,2883,10
4053,877,0
1215,1919,6
308,2074,6
4041,1429,0
505,4042,5
4153,44,4
4045,1103,0
874,2143,6
4045,841,0
1038,4033,5
4360,634,4
3575,3575,10
4050,1423,0
2025,1089,1
2101,2101,10
318,3413,7
1278,4043,5
2592,1536,1
1403,4051,5
3904,3904,10
1897,1524,1
3034,1713,1
2703,286,1
488,4042,5
589,4046,5
4045,1267,0
174,174,10
3538,3538,10
4045,1005,0
5259,1686,4
4039,227,0
1532,3488,6
1016,5363,9
747,2174,6
503,503,10
581,4343,9
901,3979,8
448,4196,9
4031,587,0
2013,1409,1
1208,3958,8
2756,2756,10
4699,135,4
4704,583,4
1287,3322,6
4559,4559,10
5367,586,4
3878,1247,3
1524,1524,10
4888,4888,10
2,4042,5
4039,653,0
2328,1454,1
3978,793,3
4033,1325,0
4133,754,4
1530,3078,6
546,5330,9
4032,1787,0
4110,80,4
677,4046,5
4034,362,0
4034,496,0
353,4038,5
3371,273,1
1875,739,1
1083,2349,6
3429,3429,10
2339,607,1
924,4031,5
200,3906,8
1257,4033,5
943,3335,6
715,2615,6
5232,5232,10
705,705,10
4779,361,4
559,4042,5
2508,2508,10
4034,130,0
4216,434,4
336,4038,5
481,3151,6
5132,931,4
93,4050,5
3235,1359,1
4209,1306,4
1008,4035,5
1204,5335,9
1831,1831,10
3634,3634,10
3864,499,3
2537,972,1
2217,637,1
1103,4910,9
754,4598,9
1568,4183,9
2852,2852,10
3232,436,1
372,3274,6
1378,1378,10
1039,3213,6
3973,435,3
4655,4655,10
4802,46,4
145,3066,6
3181,3181,10
1478,4053,5
587,3505,6
1320,4300,9
490,3746,7
1303,3967,8
323,4034,5
4984,4984,10
2638,1140,1
4681,558,4
1648,3948,8
3852,819,3
1484,3002,6
1259,3502,6
4551,418,4
4654,1655,4
83,4857,9
1426,4625,9
67,5339,9
609,1990,6
1312,4795,9
1254,1254,10
4188,1662,4
1283,4659,9
1331,4041,5
172,5152,9
306,4034,5
1269,2143,6
3836,3836,10
1531,5283,9
58,5241,9
472,472,10
2541,578,1
1,2934,6
401,4647,9
2878,260,1
978,4031,5
801,801,10
3228,30,1
2604,2604,10
5112,1829,4
786,2383,6
2187,767,1
1444,4053,5
1023,3359,6
4962,4962,10
435,435,10
278,3886,8
2745,800,1
1815,2916,6
2864,1608,1
5344,225,4
298,4028,5
30,5198,9
4503,1737,4
2751,1498,1
913,3828,7
4879,691,4
712,4202,9
1677,3398,6
4964,1177,4
2642,1458,1
4526,150,4
4509,4509,10
4750,1325,4
4394,1435,4
194,4046,5
1785,1785,10
2278,1666,1
5323,813,4
768,4046,5
2527,487,1
2582,2582,10
4859,1791,4
1710,3547,7
3918,529,3
4425,176,4
2063,1331,1
488,4165,9
3313,1369,1
326,326,10
1004,2687,6
1756,4745,9
4961,1229,4
650,4042,5
2129,2129,10
44,4073,9
3932,3932,10
2527,255,1
4604,1539,4
630,4034,5
2837,638,1
4621,100,4
793,2160,6
676,2900,6
3312,678,1
4963,1047,4
1497,5215,9
5058,5058,10
3479,3479,10
3886,1103,3
761,3521,6
164,4042,5
1603,5277,9
3905,104,3
1504,4110,9
1082,4034,5
2607,190,1
4392,1084,4
4587,4587,10
484,4551,9
4634,352,4
2478,1482,1
149,4499,9
715,4434,9
1214,2267,6
1552,1552,10
4916,4916,10
1286,4426,9
78,78,10
2256,1856,1
3084,256,1
2270,13,1
1484,4761,9
199,3593,7
3514,985,1
3498,1467,1
4947,1401,4
1829,5057,9
4274,422,4
4031,1417,0
596,4034,5
1147,4584,9
4035,829,0
4053,1633,0
455,4445,9
1859,4032,5
2367,635,1
3295,580,1
1209,3219,6
4469,1698,4
687,4840,9
5260,5260,10
4045,1731,0
4053,164,0
422,422,10
809,5078,9
2155,1199,1
3041,1469,1
2225,2225,10
2490,1648,1
5050,565,4
2536,2536,10
3416,360,1
4031,1709,0
5275,65,4
4947,1169,4
1922,743,1
1673,2271,6
4050,314,0
704,4042,5
3408,720,1
2135,533,1
100,5359,9
3733,1503,1
3633,395,2
1859,1859,10
4042,412,0
4042,546,0
4053,60,0
740,3115,6
4053,194,0
2340,1500,1
684,4034,5
544,5166,9
4041,350,0
328,4477,9
4045,158,0
448,5348,9
3982,1461,3
4031,1477,0
5038,489,4
4262,1430,4
2880,2880,10
2476,869,1
2013,1775,1
3745,1814,2
4050,216,0
1406,1406,10
1604,4410,9
1760,3799,7
3019,1312,1
4683,4683,10
404,2714,6
2135,435,1
87,5167,9
3209,3209,10
3272,624,1
1620,4045,5
5132,1627,4
874,3967,8
4042,180,0
443,4795,9
973,2394,6
1483,4788,9
5012,5012,10
1465,4830,9
4045,60,0
4046,700,0
4031,1641,0
4029,804,0
4800,1455,4
4244,394,4
434,5227,9
4230,4230,10
4034,728,0
3143,180,1
4042,606,0
4042,210,0
855,2128,6
2123,359,1
64,3958,8
3357,878,1
3973,1265,3
3553,3553,10
942,3451,6
150,4041,5
4041,282,0
5356,5356,10
5034,1533,4
73,4389,9
829,829,10
4234,1550,4
4046,864,0
4034,1416,0
2632,2632,10
4034,1020,0
2784,1816,1
529,3918,8
4879,1327,4
4913,1387,4
130,4033,5
1863,1873,6
1589,4053,5
376,376,10
570,4032,5
4793,96,4
2552,1055,1
4662,1759,4
4030,1638,0
4108,327,4
3852,1679,3
1173,1173,10
308,5217,9
840,2732,6
184,5063,9
2976,2976,10
3859,440,3
4102,470,4
384,1875,6
5258,56,4
1717,2903,6
29,2893,6
14,3042,6
1399,3580,7
955,1868,6
459,3488,6
686,3301,6
687,4034,5
1582,4035,5
422,5345,9
834,2380,6
3825,107,2
4326,4326,10
322,4045,5
4032,378,0
1276,2691,6
4785,674,4
970,4792,9
2157,2157,10
1847,3645,7
865,4693,9
1393,2529,6
3960,3960,10
201,4033,5
3967,28,3
299,4625,9
2486,2486,10
1782,4053,5
3447,1775,1
925,925,10
3823,1562,2
3,2137,6
575,2192,6
3178,3178,10
2742,1548,1
584,3543,7
2090,1764,2
4298,28,4
3958,64,3
2109,328,1
775,4034,5
3507,3507,10
747,4293,9
876,4038,5
4653,252,4
2777,255,1
151,4107,9
1606,2483,6
928,3596,7
318,4035,5
2531,759,1
880,4034,5
1580,1580,10
2509,859,1
1529,4422,9
144,3884,8
2072,29,1
106,106,10
989,4050,5
561,2596,6
810,2758,6
3090,1304,1
2615,1184,1
1804,2451,6
508,4143,9
200,4031,5
4978,778,4
1127,1127,10
3772,612,2
863,4034,5
2851,1124,1
1401,4624,9
4293,747,4
4958,1849,4
31,5161,9
387,5051,9
1605,5341,9
450,450,10
405,4053,5
3940,428,3
3084,690,1
2253,2253,10
3186,1468,1
253,5341,9
4056,4056,10
780,2852,6
3546,1341,2
846,4034,5
5204,954,4
2849,580,1
1281,4966,9
585,5019,9
4735,1216,4
4958,959,4
2497,1605,1
3666,743,2
3274,3274,10
2712,1836,1
434,1999,6
4641,370,4
4369,192,4
5098,2,4
1660,4045,5
3060,1300,1
4629,398,4
1786,2291,6
1147,5048,9
1624,4402,9
257,4971,9
1608,5146,9
3650,859,2
223,3950,8
4622,1270,4
202,202,10
3540,307,2
2032,1705,1
1246,3913,8
1472,3925,8
198,3581,7
878,3439,6
575,4008,8
1542,4041,5
3183,52,1
4258,4258,10
5067,1455,4
2729,165,1
1599,4786,9
1223,1223,10
4035,1719,0
2490,247,1
2726,711,1
3282,1248,1
5058,1491,4
3518,396,1
1438,2363,6
3634,1768,2
857,857,10
1443,3778,7
4041,948,0
4045,1018,0
4045,622,0
4827,792,4
958,4044,5
406,3490,6
3031,1620,1
4600,718,4
2362,1369,1
75,75,10
4034,1820,0
562,4307,9
1377,5062,9
175,2395,6
1731,4045,5
4042,1436,0
404,404,10
5049,314,4
4042,1040,0
4042,778,0
3890,50,3
4053,688,0
4838,154,4
1793,1905,6
501,4045,5
4053,822,0
2376,1683,1
390,3156,6
5048,648,4
1788,4791,9
3043,1494,1
71,3071,6
2557,1854,1
3886,218,3
222,4623,9
1254,4342,9
3004,3004,10
4034,1850,0
3025,1006,1
4034,1588,0
5268,1595,4
1458,2319,7
1897,1603,1
4042,1070,0
1821,4764,9
3390,1286,1
3049,589,1
1804,4076,9
453,4431,9
4053,456,0
1653,2921,6
1119,3870,8
748,748,10
4040,630,0
2356,73,1
2551,2551,10
5036,834,4
1197,2198,6
4046,1328,0
4354,4354,10
4453,1266,4
873,3850,8
4044,754,0
4034,1618,0
1796,4886,9
1320,2552,6
3744,95,2
4032,1440,0
419,4267,9
2935,655,1
1885,1789,1
4463,1772,4
81,5315,9
624,624,10
1792,4792,9
2216,1747,1
1377,4032,5
953,953,10
2572,1375,1
4011,158,3
280,2327,6
1148,4042,5
619,2584,6
4031,434,0
171,171,10
4032,812,0
704,3332,6
10,4053,5
1519,3429,6
500,500,10
4663,1108,4
891,4032,5
5348,1723,4
255,2949,6
175,3919,8
4359,217,4
1053,2754,6
423,4269,9
2995,1294,1
4890,1346,4
2669,1631,1
5339,1625,4
4335,401,4
442,4045,5
1431,5226,9
1155,1155,10
2084,830,1
59,4792,9
766,4125,9
1484,1484,10
3837,3837,10
1722,2115,6
3846,876,3
478,478,10
1117,4050,5
2281,2281,10
2658,435,1
1073,3958,8
1813,4050,5
144,2237,6
637,4205,9
30,1877,6
1091,4622,9
1078,4715,9
4759,1436,4
895,4034,5
4407,1354,4
1379,2873,6
2434,1289,1
1353,4044,5
363,3121,6
2756,857,1
991,4034,5
3302,3302,10
3819,779,2
2190,1185,1
1653,4516,9
1754,4916,9
1570,4038,5
612,4024,8
2760,1115,1
1023,3012,6
5329,550,4
2758,937,1
878,4034,5
910,3298,6
1336,4044,5
3937,1542,3
4551,393,4
1081,4491,9
4637,546,4
2530,1587,1
4879,210,4
1392,4278,9
2096,368,1
2501,1847,1
1528,5250,9
3305,1242,1
2662,437,1
4196,595,4
2180,1188,1
1251,1251,10
2521,1623,1
731,5013,9
425,4031,5
1859,4947,9
4309,631,4
1748,4594,9
1694,3810,7
847,4211,9
1069,4945,9
560,2795,6
3422,928,1
2301,444,1
603,4107,9
888,2746,6
503,5011,9
455,2563,6
1540,4034,5
2407,1689,1
1302,4044,5
3203,523,1
1595,1595,10
1182,3990,8
949,4034,5
4625,1426,4
501,4466,9
1949,392,1
337,2693,6
190,2389,6
1497,5130,9
2611,857,1
1798,2629,6
3560,943,2
5079,160,4
1532,4028,5
809,4933,9
1479,3640,7
3918,242,3
4285,1533,4
776,776,10
5276,1481,4
4053,1518,0
1848,4072,9
360,5233,9
2579,2579,10
3770,1413,2
4932,4932,10
4041,1808,0
1738,4033,5
4145,1179,4
4050,1802,0
638,4045,5
840,4053,5
508,4033,5
4068,362,4
2370,1449,1
4035,744,0
4818,1554,4
4042,1638,0
1724,4606,9
47,4045,5
4963,626,4
3280,1302,1
1481,5276,9
4141,1139,4
4393,859,4
306,2043,6
414,3075,6
199,199,10
140,4084,9
4031,966,0
922,4895,9
3486,1306,1
528,528,10
4053,1712,0
2881,2881,10
30,4045,5
518,2825,6
411,2043,6
967,3238,6
2485,352,1
4485,241,4
60,3131,6
3268,1488,1
2033,1302,1
1786,3405,6
1398,4042,5
669,4693,9
663,5365,9
4031,996,0
1768,3051,6
5028,1530,4
1244,4493,9
1178,4045,5
4034,479,0
807,4042,5
1691,5252,9
932,4050,5
870,3072,6
1847,4035,5
1196,2576,6
4043,1003,0
1850,4042,5
456,5329,9
1771,2242,6
2003,818,1
4039,1196,0
4798,1740,4
4709,105,4
3865,3865,10
4926,782,4
1698,4410,9
4046,615,0
5152,1056,4
395,2135,6
3728,1729,2
4031,898,0
4035,968,0
4925,982,4
4034,643,0
29,4042,5
823,4039,5
1005,4605,9
160,2421,6
649,4016,8
4241,197,4
2458,1509,1
1040,4033,5
4236,985,4
1364,4042,5
4568,213,4
4095,1063,4
1847,2503,6
2105,1102,1
1439,4880,9
1856,1856,10
1188,2180,6
3500,211,1
1469,4187,9
4046,121,0
3659,3659,10
5241,1514,4
3257,223,1
3861,1820,3
4576,675,4
443,4508,9
1846,4032,5
1331,3970,8
4042,27,0
583,4035,5
4037,681,0
2877,2877,10
1347,4042,5
3967,1486,3
4030,895,0
1534,3967,8
4891,720,4
5026,1180,4
4034,703,0
1796,4105,9
965,2521,6
632,4879,9
1550,4634,9
1344,4659,9
465,4031,5
3849,1744,3
