Source,Destination,Relation
7008,810,1
133,12084,9
1138,7433,6
2599,8289,6
11385,3114,0
9000,6451,1
11385,2590,0
11257,471,3
1569,9460,6
12038,4180,4
12592,6142,4
6124,7719,6
8784,3314,1
12066,1281,4
6208,10404,6
6647,11372,5
11367,6653,0
11314,4649,3
6604,12572,9
1433,10254,6
9473,2158,1
6584,6584,10
394,11391,5
1746,1746,10
9031,2902,1
2585,10033,6
4074,8673,6
3549,3549,10
2284,11177,8
6189,11391,5
11372,5370,0
6785,10633,7
4877,10679,7
5057,11388,5
7294,5405,1
11385,3278,0
11385,2882,0
10426,449,2
987,9722,6
3794,11391,5
5942,10360,6
9953,204,1
1937,12114,9
4423,9435,6
456,12323,9
8805,1603,1
9916,3085,1
11373,3568,0
11388,2761,0
557,12461,9
11373,3172,0
5142,11496,9
8230,1120,1
1738,11385,5
6494,12049,9
900,11867,9
6368,11979,9
7424,4258,1
12409,59,4
195,8354,6
11219,2662,3
11379,4004,0
12132,4824,4
9672,4875,1
11391,2111,0
3176,12558,9
568,11560,9
5683,11115,8
12236,6707,4
6865,11384,5
55,9603,6
11907,5721,4
4401,8853,6
11372,5138,0
7668,7668,10
5688,11872,9
1440,10013,7
11385,2650,0
3642,12580,9
12407,1117,4
589,11381,5
9332,4691,1
10513,1674,2
1629,11374,5
11388,2529,0
11373,2940,0
3029,8816,6
5712,11385,5
9473,2614,1
10740,2460,2
2417,11385,5
12171,891,4
10250,10250,10
11379,4692,0
12344,5607,4
6886,6886,10
1445,7897,6
8689,8689,10
12053,12053,10
11777,5872,4
4696,11372,5
12136,4796,4
11377,3594,0
7753,4355,1
803,803,10
4608,10290,6
11372,5302,0
11785,5488,4
5686,11391,5
3425,11409,9
11368,2784,0
6258,12041,9
1140,12357,9
3802,10059,6
6726,11384,5
11271,11271,10
2230,8454,6
12128,2920,4
2715,12653,9
11372,3303,0
4842,9260,6
9008,2847,1
11385,815,0
11385,419,0
560,12004,9
11664,5738,4
11386,1327,0
4877,4877,10
3865,11391,5
350,350,10
2325,9131,6
5907,10635,7
12342,4801,4
9483,573,1
11372,5594,0
1809,11385,5
8842,6229,1
679,679,10
12316,6410,4
11838,290,4
12039,2235,4
11372,3595,0
11371,2163,0
11388,2589,0
1801,11682,9
11677,1701,4
2470,11671,9
193,10440,7
11372,3071,0
3170,12661,9
11386,2015,0
3370,7445,6
7266,4134,1
1227,11711,9
1799,11766,9
736,10755,7
12017,3652,4
57,10838,7
11924,1685,4
9006,2041,1
1259,11394,5
2522,11391,5
8414,4105,1
11659,5636,4
1367,11372,5
2550,8137,6
7396,1885,1
9329,3566,1
308,11195,8
5628,8440,6
3577,11359,8
562,11385,5
7104,966,1
417,8234,6
12491,1053,4
1411,10060,6
11190,3596,3
11372,3363,0
9004,2703,1
3466,10004,6
4767,11372,5
12672,4727,4
2558,8599,6
10017,10017,10
3000,8904,6
5763,11972,9
1341,11839,9
3919,12585,9
11820,11820,10
10346,10346,10
6179,8949,6
3686,10730,7
1938,11394,5
5877,12071,9
8160,4895,1
12149,12149,10
2663,8727,6
2946,11372,5
1307,7945,6
4597,8867,6
11780,2473,4
9739,4999,1
4649,11368,5
8037,6174,1
1088,11637,9
11367,11367,10
7965,676,1
11384,714,0
11384,318,0
2170,10227,6
2757,10699,7
117,117,10
10039,17,1
3481,3481,10
2416,8907,6
5381,7992,6
4743,11919,9
8639,2879,1
5072,7439,6
5469,10922,7
446,446,10
3810,3810,10
12099,5695,4
155,9700,6
12570,3350,4
7477,2624,1
10017,1434,1
7254,2753,1
10345,1775,1
9108,356,1
2593,11391,5
383,7314,6
4692,8391,6
1064,8779,6
506,11503,9
3633,11384,5
3908,11115,8
3402,11368,5
3957,11393,5
11519,4946,4
5328,11368,5
4456,10083,6
6556,11913,9
12019,1134,4
11649,3221,4
1281,8115,6
10226,3969,1
11024,4735,2
772,11391,5
7349,4404,1
509,8113,7
2524,10931,7
1996,12000,9
3399,11390,5
5134,11337,8
2136,11393,5
3213,9338,6
573,8721,6
12706,325,4
4770,9092,6
273,11297,8
1046,7609,6
5006,9952,6
2675,12099,9
239,9839,6
12099,3464,4
8177,2462,1
6142,11379,5
9078,4203,2
10104,1184,1
11371,156,0
7938,3336,1
11196,204,3
8950,8950,10
2747,8663,6
3751,9625,6
2534,7136,6
2690,11385,5
942,12411,9
11385,5517,0
11385,5913,0
1723,9430,6
473,12539,9
1067,12023,9
970,12089,9
2862,11196,8
12695,12695,10
4049,11534,9
4350,12709,9
344,7840,6
11390,6757,0
8168,8168,10
11172,1047,3
2971,8235,6
12046,6723,4
10096,3177,1
9971,9971,10
1246,10052,6
4170,11377,5
5142,12132,9
9512,3412,1
11823,5536,4
3448,12264,9
1774,1774,10
2424,12635,9
3826,11385,5
355,12272,9
2649,12269,9
3577,3577,10
2505,9559,6
10687,3644,2
9179,4646,1
2989,8660,7
5349,9180,6
12205,1295,4
4017,11420,9
5115,9132,6
5371,7081,6
10225,470,1
11385,5681,0
1779,11372,5
9757,2426,1
2654,12193,9
5726,7171,6
3677,12156,9
1054,11965,9
2474,11385,5
3310,7729,6
10574,2193,2
11843,3709,4
1556,11368,5
10201,1574,1
7253,2519,1
9234,4881,1
3307,11148,8
1053,6960,6
7364,1397,1
4422,9723,6
5001,9618,6
6679,11372,5
9122,5941,1
6862,12450,9
3717,11374,5
4086,9475,6
5136,8213,6
10025,6216,1
11368,5547,0
7924,2716,1
1661,11368,5
11385,5973,0
11384,5648,0
11359,4108,3
2903,11369,5
11371,5030,0
11390,6293,0
11311,5367,3
12409,3674,4
5837,12338,9
11386,4486,0
7538,4340,1
6318,11379,5
6914,6914,10
972,11371,5
4892,10703,7
11347,4661,3
10990,4271,2
1813,8163,6
8388,1640,1
8717,8717,10
3488,10784,7
12062,3650,4
8461,4281,1
1815,9268,6
7243,7243,10
583,7586,6
9739,761,1
4876,7379,6
6695,9096,6
7543,4923,1
9430,208,1
11519,812,4
1400,11392,5
2062,12136,9
3,7629,6
12049,4402,4
2119,9793,6
11337,4500,3
6369,10582,7
8993,6581,1
4458,12387,9
7785,1796,1
3782,11766,9
5889,9443,6
11257,1495,3
11865,92,4
8264,8264,10
9620,245,1
7567,2245,1
2931,9649,6
378,378,10
10067,10067,10
6310,11373,5
2022,7732,6
2039,7762,6
5834,7360,7
2545,11385,5
6708,6708,10
8673,3461,1
958,11379,5
4087,7074,6
10289,2000,1
4427,8104,6
5002,11302,8
11383,5196,0
4123,11373,5
364,11371,5
4165,9773,6
2131,9667,6
1707,7059,6
4095,10496,7
2490,12479,9
3526,8421,7
11372,5998,0
11372,6394,0
8238,2442,1
2525,11377,5
1907,8942,6
557,6964,6
11942,2705,4
11388,2993,0
10853,3168,2
6726,11368,5
11463,4489,4
11385,1511,0
6974,6847,2
12144,5558,4
4929,11372,5
6855,11372,5
4367,11379,5
6456,8975,6
906,7726,6
8715,1588,1
11373,1801,0
9143,4004,1
11393,3972,0
12590,5543,4
11681,4465,4
3077,12019,9
2876,11373,5
661,12577,9
5266,11649,9
5295,10024,6
10821,5840,2
5503,11372,5
11372,6162,0
9263,2351,1
11372,5766,0
4602,11385,5
2407,11373,5
10227,6898,1
5799,11337,8
8901,2213,1
177,10644,7
11365,1137,3
10045,10045,10
12114,6677,4
11373,3964,0
6737,11368,5
8116,1948,1
9456,3212,1
4846,9928,6
1142,12055,9
10374,10374,10
11477,3201,4
10395,94,1
3284,7331,6
1348,8591,6
2380,11287,8
1566,11003,7
5074,8649,6
3444,11388,5
5276,10395,6
3519,12488,9
5098,11234,8
7736,5349,1
11372,6454,0
11823,1694,4
11368,3936,0
11383,3129,0
9592,9592,10
12375,3210,4
5147,11384,5
6462,12069,9
11377,2747,0
9423,5559,1
9812,1762,1
11384,3641,0
11395,11395,10
11371,3419,0
11388,3053,0
6557,6557,10
9921,9921,10
2455,8716,6
11372,3931,0
4655,12353,9
2219,9697,6
6821,11372,5
11337,2597,3
12068,708,4
11368,1413,0
11385,1443,0
2258,12308,9
888,7116,6
6207,8745,6
11388,1450,0
699,11385,5
474,474,10
7053,3339,1
8872,5056,1
10029,2468,1
8306,4463,1
11774,5182,4
9691,409,1
11096,3159,3
1273,11385,5
4099,11385,5
10,11388,5
12474,1883,4
1535,9624,6
3516,11316,8
10497,3764,2
4959,11106,8
8234,335,1
5637,9032,6
11368,1705,0
2043,11379,5
9877,4007,1
5320,11619,9
9988,6912,1
11384,1410,0
8315,2592,1
11285,5261,3
10628,2155,2
2315,10257,6
7615,3892,1
11371,1188,0
5069,8261,6
5421,10883,7
1283,9880,6
12678,3574,4
6813,11062,7
5499,9252,6
6700,11390,5
7182,3319,1
11906,3799,4
8997,1463,1
6204,7218,6
11391,964,0
1229,11445,9
9682,2736,1
2519,11383,5
3617,11787,9
11372,3991,0
11368,1473,0
11096,928,3
2355,12698,9
3457,9822,6
1414,10999,7
3826,11770,9
11052,4135,2
11372,2388,0
9078,4566,1
5278,8273,6
3762,11372,5
12108,4124,4
12208,6595,4
10470,10470,10
4927,8965,6
4288,11984,9
12195,5581,4
411,11249,8
2861,9951,6
9359,9359,10
12723,12723,10
4864,11847,9
5453,11390,5
7885,7885,10
12682,4520,4
4535,11373,5
12242,1287,4
81,12612,9
11773,2603,4
3358,3358,10
8887,1786,1
6493,11383,5
5754,12636,9
9688,9688,10
1471,11384,5
10265,73,1
7641,1819,1
5161,5161,10
12241,1621,4
11491,11491,10
1153,9799,6
12136,1254,4
9442,2389,1
3344,11140,8
11372,1760,0
3605,3605,10
4584,9723,6
1416,9301,6
7915,6540,1
1221,12285,9
7858,759,1
7045,1948,1
11257,6489,3
12134,552,4
11996,2899,4
11365,6863,3
12337,3334,4
9081,4604,1
8285,3246,1
12455,3502,4
3920,12414,9
4494,8684,6
1854,8067,6
1739,9248,6
3154,11372,5
11088,1372,3
6207,11779,9
11508,6322,4
5854,11197,8
12397,6599,4
6625,10741,7
1528,12293,9
9323,1349,1
12418,6041,4
3599,11190,8
3096,10821,7
5077,12513,9
46,8289,6
2827,11385,5
2596,11369,5
12106,3219,4
12178,6007,4
4725,12169,9
7503,1807,1
4950,11407,9
11325,484,3
12091,2027,4
9862,4671,1
3126,12057,9
1733,11045,7
2895,12041,9
4281,6925,6
4048,11486,9
2658,7364,6
11972,3375,4
11451,833,4
645,11508,9
1907,11372,5
2068,11139,8
2138,11388,5
6903,12601,9
4790,9757,6
4254,8022,6
12300,6037,4
3271,11374,5
11894,1522,4
10301,4345,1
3226,11300,8
11965,4381,4
6866,12691,9
7486,2069,1
7369,2413,1
3798,7037,6
5009,10326,6
8687,5040,1
6859,11232,8
8487,3211,1
737,11414,9
4955,12019,9
12463,1337,4
2921,11371,5
9862,4835,1
11016,11016,10
4598,11670,9
4599,11867,9
2020,11384,5
8842,328,1
6489,6489,10
10285,6722,1
4791,10246,6
222,10770,7
12194,3481,4
1658,12231,9
11427,2126,4
3384,11386,5
6183,10496,7
8292,8292,10
12681,1313,4
3454,3454,10
5529,11623,9
8172,935,1
10095,10095,10
3781,7299,6
1051,7246,6
3570,11114,8
9240,6573,1
7038,358,1
523,11393,5
9183,792,1
11035,2494,2
3224,7358,6
9146,6250,1
2381,10033,6
11426,1119,4
11891,1050,4
11368,6803,0
7800,4476,1
3772,11257,8
7839,7839,10
8141,4515,1
10013,1440,2
11384,6508,0
7925,1115,1
2424,11660,9
4500,11371,5
351,10050,6
5096,9156,6
8224,6164,1
9828,5517,1
11511,1606,4
304,11384,5
4131,11592,9
946,7464,6
10772,2760,2
1173,11402,9
5939,7986,6
1077,11385,5
1957,7321,6
3783,11330,8
5902,10512,7
8320,6670,1
4453,7326,6
3191,7578,6
11978,2403,4
913,11040,7
5435,9442,6
6149,10496,7
9196,1020,1
11373,6891,0
9610,2914,1
2381,7406,6
2848,11337,8
4097,9202,6
11385,4602,0
11385,4998,0
131,12602,9
5464,12388,9
7038,7038,10
1752,11390,5
4461,7392,6
1860,11368,5
12183,2029,4
7238,2119,1
4917,11583,9
11610,3490,4
6082,11385,5
11651,417,4
7914,4896,1
11613,4839,4
11391,3831,0
5551,10972,7
9620,9620,10
11707,3687,4
10883,4226,2
6256,6256,10
10394,4987,1
11359,5424,3
11388,5980,0
4472,11824,9
6810,9121,6
255,255,10
8059,8059,10
11423,11423,10
270,11384,5
9841,2698,1
9004,6594,1
6585,6585,10
11368,4736,0
6656,11385,5
11372,6858,0
8780,5682,1
6406,11440,9
11740,1108,4
8388,8388,10
8228,4033,1
6187,11385,5
4261,11385,5
11331,6063,3
502,502,10
11385,2371,0
10641,10641,10
1698,7955,6
1729,11999,9
687,12224,9
12396,1849,4
10788,211,2
2208,11386,5
4710,11377,5
5967,11388,5
5049,11371,5
4226,12516,9
11576,5251,4
6229,10460,7
10970,10970,10
11394,2499,0
6761,11385,5
3572,11388,5
3175,8383,6
3832,9186,6
11383,3825,0
11381,5122,0
1009,7562,6
2261,8174,6
1333,7967,6
11368,4108,0
11368,4504,0
3819,11372,5
4346,11522,9
12020,4662,4
5927,11938,9
49,49,10
11372,5023,0
11372,4627,0
11385,2931,0
11385,2535,0
6352,8116,6
8524,5502,1
11379,6180,0
9933,2768,1
2163,11080,8
2706,8808,6
7637,5170,1
1677,11178,8
5911,11301,8
11371,6278,0
10366,5504,1
2863,11383,5
11383,3989,0
9668,4720,1
5987,8524,6
3903,11376,5
144,11374,5
483,11368,5
9120,6248,1
11371,4279,0
3861,6963,6
11388,4309,0
11372,4919,0
11375,4087,0
11392,4117,0
804,804,10
11372,4791,0
12609,3436,4
11368,2273,0
12618,1851,4
11373,2721,0
11390,3147,0
6727,11385,5
1042,11383,5
1512,11371,5
12029,3479,4
10246,4791,1
7913,7913,10
9327,6711,1
11467,5667,4
3386,3386,10
11045,6069,2
8422,5441,1
9716,9716,10
4988,12143,9
5711,11372,5
12697,3406,4
5189,5189,10
5901,7219,6
3871,11292,8
8457,3040,1
11519,11519,10
1198,10253,6
11677,3713,4
11371,3651,0
11372,4687,0
6992,6992,10
11368,2961,0
2062,11368,5
8107,613,1
6228,7894,6
1634,10048,6
11393,370,0
11384,2270,0
2375,12196,9
11386,3503,0
4359,11372,5
5346,11384,5
598,598,10
11794,3423,4
11115,1284,3
10737,10737,10
11375,1856,0
3371,10541,7
10060,1411,1
204,11196,8
9263,9263,10
2337,8890,6
3712,8405,6
6539,10105,6
9081,5404,1
11066,11066,10
11367,4531,0
10714,4014,2
2936,11141,8
269,8906,6
1804,11971,9
3180,3180,10
11636,6554,4
8061,5187,1
4725,8971,6
10923,5971,2
1192,9639,6
11383,1922,0
2069,11372,5
5292,10513,7
995,7106,6
1037,11391,5
12434,6755,4
11393,534,0
11384,2434,0
5590,11390,5
11372,2852,0
3066,12169,9
7417,2186,1
6230,12362,9
11385,364,0
11554,2894,4
4660,12386,9
8738,6162,1
545,12232,9
5700,11388,5
12269,1050,4
11388,243,0
378,9110,6
396,10176,6
6577,11576,9
6801,12355,9
11391,1592,0
4178,12164,9
11449,3058,4
2534,8796,6
5860,11052,7
3503,12055,9
9674,1749,1
11389,622,0
395,7141,6
3354,10436,7
3935,3935,10
11368,2497,0
11384,2726,0
5350,11385,5
6339,12170,9
11371,2108,0
4737,12575,9
1716,11391,5
11372,2620,0
2955,11385,5
11368,498,0
11188,3461,3
11385,132,0
5878,12310,9
9095,3749,1
8283,4739,1
2361,11576,9
2486,11385,5
6460,12212,9
12381,1128,4
7253,6306,1
8254,4999,1
8009,8009,10
8320,8320,10
9290,5184,1
3482,3482,10
7288,274,1
1895,11979,9
11379,2174,0
3048,11424,9
5860,11257,8
3961,11372,5
9422,4296,1
7369,5900,1
3060,11385,5
5285,5285,10
4731,11261,8
839,9030,6
7538,7538,10
10591,10591,10
7972,2271,1
2837,11381,5
1079,12479,9
118,11372,5
12252,1080,4
9077,5424,1
6274,9857,6
11372,389,0
5854,7453,6
67,7425,7
4930,9631,6
12699,2369,4
9295,6192,1
2618,11372,5
2942,11381,5
8280,5845,1
1413,12049,9
11088,397,3
5983,12078,9
1974,10715,7
584,9436,6
4634,11532,9
10022,1535,1
10198,5547,1
1051,7942,6
1926,11368,5
1504,7900,6
10996,5876,1
6018,11372,5
6012,11386,5
4086,11386,5
4820,12285,9
11371,41,0
12701,1657,4
9113,592,1
10597,1901,2
12067,5758,4
11372,553,0
9580,280,1
6000,11772,9
8537,2087,2
12114,1988,4
2824,11377,5
11051,185,2
1209,11496,9
10968,6911,1
1570,11373,5
1735,8629,6
10998,6125,2
307,11376,5
4197,11372,5
6765,7452,6
4191,11386,5
4580,8026,6
5360,10262,6
1181,7588,6
2010,11372,5
3722,11386,5
11451,5929,4
1389,9641,6
1052,8618,6
12136,211,4
8267,5841,1
4810,4810,10
5195,11602,9
7568,4808,1
8087,8087,10
11440,923,4
1980,7222,6
3305,9293,6
1626,11358,8
6613,6613,10
4743,11632,9
4907,10770,7
12577,454,4
8011,5893,1
7497,218,1
12098,2238,4
1255,9273,6
189,11372,5
8416,8416,10
6164,9424,6
162,12405,9
2816,11371,5
5474,10955,7
2885,11261,8
6195,11550,9
5520,11441,9
5208,11393,5
7634,7634,10
6160,6160,10
11511,4757,4
294,11372,5
11858,2258,4
4252,11970,9
4804,12699,9
11383,6624,0
3875,8407,6
9429,496,1
4896,9795,6
7963,7963,10
6680,11373,5
4317,9376,6
11441,1203,4
10786,4464,2
5238,10346,6
6089,11372,5
5848,12104,9
6543,12250,9
10059,5765,1
1618,12581,9
11771,515,4
7136,2066,1
4239,7255,6
6837,11174,8
5613,12255,9
4951,11383,5
10089,1569,1
11386,6370,0
5866,11368,5
5041,11239,8
4247,11114,8
2049,7959,6
8801,6088,1
645,11368,5
5397,11368,5
2985,11670,9
12212,1026,4
3307,9927,6
3443,11761,9
4449,8146,6
5522,11376,5
5768,11372,5
6048,11383,5
7897,5330,1
11383,6916,0
8363,3324,1
11362,3343,3
1930,9442,6
11466,5791,4
5971,11368,5
6541,11373,5
5340,8711,6
11368,5596,0
11368,5200,0
7361,1468,1
10030,5921,1
2345,11386,5
11824,4653,4
675,8980,6
1054,11514,9
6364,9186,6
11373,5520,0
1514,7028,6
8046,1553,1
1928,10937,7
3709,11388,5
2191,11441,9
4710,11858,9
3356,11371,5
7312,6820,1
6214,11386,5
11386,4139,0
260,11372,5
7941,7941,10
4549,7540,6
11379,6876,0
239,6925,6
9877,853,1
11105,4650,3
3556,12351,9
11489,2340,4
5745,11386,5
9744,9744,10
11394,3359,0
11394,3755,0
8371,867,1
11707,4315,4
8270,8270,10
355,11985,9
7570,3083,1
11249,4055,3
379,379,10
4906,4906,10
5217,5217,10
6485,8704,6
9687,6679,1
3531,12023,9
10526,5164,2
2182,2182,10
6600,12723,9
2560,11384,5
3844,7629,6
2759,11980,9
2036,7797,6
2645,11492,9
8941,2376,1
7900,3241,1
11385,3791,0
11386,4431,0
10765,10765,10
12692,5781,4
6759,11385,5
11492,4114,4
1615,12663,9
9291,9291,10
11386,3907,0
12421,806,4
11816,4123,4
5125,11979,9
2845,7250,6
2473,8500,6
2721,8150,6
11377,6466,0
11094,11094,10
11505,2337,4
4444,11488,9
680,7465,6
5399,11373,5
1463,8997,6
7772,6228,1
11858,483,4
4764,8384,6
7258,157,1
7409,5182,1
11368,5656,0
6707,11257,8
2513,12672,9
12162,3799,4
5364,11793,9
11384,5757,0
12713,6465,4
11394,1524,0
3774,12491,9
3999,11292,8
11372,5779,0
12387,2513,4
5136,11219,8
6233,7936,6
11386,4595,0
5713,12555,9
12479,4814,4
12610,5204,4
12072,2236,4
4008,11461,9
8441,4353,1
2422,11372,5
11690,4741,4
297,11371,5
4249,11388,5
1011,9452,6
4407,8012,6
11946,1770,4
5043,11385,5
3117,11385,5
12071,1778,4
11367,5227,0
6683,8703,6
4520,8310,6
6480,12046,9
5550,9691,6
3660,11899,9
6491,11257,8
9121,4939,1
11372,5943,0
10184,1754,2
12009,6908,4
9113,5062,1
11368,3425,0
271,11377,5
11385,3455,0
11375,4319,0
6358,8236,6
11337,3689,3
11393,1230,0
3481,8671,6
10628,3875,2
5340,12141,9
2179,11955,9
3978,7825,6
12479,4186,4
1710,12479,9
1707,1707,10
12308,890,4
8037,8037,10
3969,7015,6
3510,3510,10
4285,10228,6
9840,9840,10
12290,1980,4
11393,3521,0
11384,5421,0
2946,11574,9
5313,5313,10
1276,11377,5
1615,11371,5
2594,8078,6
3588,9904,6
11787,4893,4
9228,3777,1
11372,5711,0
3377,7348,6
11196,5247,3
11384,3818,0
7765,2347,1
11553,5646,4
9058,9058,10
12422,12422,10
1421,9545,6
1669,9195,6
11372,3712,0
4531,4531,10
9675,4670,1
1245,12316,9
2234,8671,6
3057,3057,10
3369,10023,6
7881,1545,1
11385,1224,0
1796,8174,6
8935,219,1
11314,5282,3
11889,5781,4
11369,2102,0
10613,2451,2
652,8985,6
8303,5029,1
12124,3631,4
8306,4244,1
3993,11372,5
2585,10579,7
11379,3266,0
5244,11391,5
4214,12055,9
3235,9655,6
8220,3830,1
10978,1811,2
12307,175,4
11369,4393,0
11383,2550,0
6426,9282,6
6975,1926,1
895,12180,9
2228,7083,6
3706,8365,6
3505,12149,9
11372,3876,0
11372,3480,0
11178,4527,3
9785,3515,1
7857,4812,1
11368,1358,0
11368,962,0
11385,992,0
12234,4079,4
11386,2296,0
3,11383,5
4744,12726,9
717,9464,6
8071,2007,1
2551,10374,6
4878,7261,6
1706,11379,5
183,9149,6
4135,9166,6
11947,507,4
422,12401,9
5064,9885,6
12314,6670,4
12018,3366,4
11384,3354,0
6699,7029,6
11449,1291,4
5632,8133,6
4260,8357,6
11371,2736,0
5888,12207,9
1474,1474,10
4838,4838,10
8628,6267,1
10582,3537,2
2924,8605,7
11383,319,0
5425,8358,6
6146,11372,5
10952,2505,2
6641,6641,10
12100,6398,4
3050,11373,5
1803,1803,10
925,11372,5
12577,3253,4
2316,7741,6
7053,3448,1
12257,2656,4
3606,3606,10
456,11372,5
8856,5251,1
6776,7218,6
2539,10036,6
5859,5859,10
8745,3978,1
6251,11372,5
169,8761,6
975,11183,8
12030,449,4
2675,7115,6
7662,7662,10
5833,10242,6
11470,1293,4
6188,6188,10
2089,10657,7
12218,4621,4
7628,854,1
12594,5064,4
4627,4627,10
7991,7991,10
11372,1937,0
3153,3153,10
3867,11391,5
320,12079,9
11257,6142,3
11972,4863,4
11500,6883,4
5405,11254,8
4934,10504,7
4438,11384,5
7533,341,1
6688,11393,5
5090,11542,9
5646,12603,9
2775,11842,9
3104,10772,7
8933,5469,1
7583,3887,1
5288,11877,9
10211,5318,1
2694,11613,9
5752,11483,9
1577,11391,5
7854,896,1
1916,11385,5
4624,12208,9
1187,11337,8
4346,9416,6
1640,10858,7
11088,3712,3
11375,477,0
4543,11384,5
6964,557,1
4974,12508,9
11386,125,0
6063,7697,6
11359,6688,3
8484,6037,1
9205,3521,1
9620,4660,1
564,11385,5
12440,4045,4
8697,5297,1
11096,933,3
5989,11777,9
12553,1894,4
9430,4787,1
12374,427,4
7957,322,1
9541,3269,1
12361,601,4
6395,8168,6
12445,2890,4
4934,4934,10
11372,1869,0
9866,4582,1
407,407,10
6737,6737,10
7404,189,1
6639,12136,9
12236,647,4
2210,2210,10
1314,11966,9
11385,6718,0
11058,396,2
577,9102,6
368,9569,6
5266,11337,8
5955,5955,10
11028,2197,2
1428,1428,10
4182,11368,5
7758,7758,10
11122,11122,10
945,12170,9
1307,12180,9
9853,4128,1
9358,6522,1
12387,5440,4
5393,11937,9
10340,10340,10
3296,8879,6
2966,8092,6
4706,7181,6
2067,7204,6
2373,9516,6
8923,5503,1
11758,3370,4
4706,12514,9
8115,6301,1
6588,10825,6
5654,11377,5
308,11369,5
1260,8910,6
1059,12694,9
5123,10964,7
708,7261,6
8403,763,1
8286,1107,1
11857,2142,4
4348,11788,9
11649,1331,4
11252,3419,3
11292,941,3
1957,6974,6
3768,11831,9
12189,2874,4
114,9019,6
9711,4832,1
601,12317,9
3974,8367,6
4105,8757,6
11385,6254,0
11384,6453,0
11388,6261,0
11388,5865,0
1677,9733,6
8111,6657,1
9758,142,1
340,11088,8
259,11424,9
7218,4573,1
9606,4600,1
6057,11100,8
11385,4255,0
11424,11424,10
1299,11417,9
9625,3601,1
10760,4994,2
3019,11372,5
8065,8065,10
7465,1712,1
4731,11386,5
174,174,10
3538,3538,10
3813,11369,5
12041,4221,4
12629,4505,4
12159,4517,4
